city,name_chinese,name_english,address,category_2,category_1,number
Rosemead,　,CARROWS RESTAURANT,1021 San Gabriel Bl.,RESTAURANTS-WESTERN,餐飲食品,626-288-5633
Rosemead,查理布朗牛排屋,CHARLEY BROWN'S,909 N. San Gabriel Bl.,RESTAURANTS-WESTERN,餐飲食品,626-288-6001
Glendora,,COCO'S BAKERY & RESTAURANT,1317 S. Lone Hill Ave.,RESTAURANTS-WESTERN,餐飲食品,909-394-2025
Montebello,,COCO'S BAKERY & RESTAURANT,2501 Via Campo,RESTAURANTS-WESTERN,餐飲食品,323-728-4690
Arcadia,,COCO'S BAKERY & RESTAURANT,1150 W. Colorado Bl.,RESTAURANTS-WESTERN,餐飲食品,626-446-5611
Arcadia,,COCO'S BAKERY & RESTAURANT,1440 S. Baldwin Ave.,RESTAURANTS-WESTERN,餐飲食品,626-447-4505
Anaheim,,COCO'S BAKERY & RESTAURANT,1100 W. Katella Ave.,RESTAURANTS-WESTERN,餐飲食品,714-772-0414
Brea,,COCO'S BAKERY & RESTAURANT,1250 Imperial Hwy.,RESTAURANTS-WESTERN,餐飲食品,714-990-0671
Pasadena,,COCO'S BAKERY & RESTAURANT,77 N. Lake Ave.,RESTAURANTS-WESTERN,餐飲食品,626-449-3156
Torrance,,COCO'S BAKERY & RESTAURANT,21815 Hawthorne Bl.,RESTAURANTS-WESTERN,餐飲食品,310-542-2686
Upland,,COCO'S BAKERY & RESTAURANT,60 W. Foothill Bl.,RESTAURANTS-WESTERN,餐飲食品,909-985-9604
Garden Grove,,COCO'S BAKERY & RESTAURANT,12032 Harbor Bl.,RESTAURANTS-WESTERN,餐飲食品,714-750-7477
San Gabriel,逗牛式牛排館,COWBOY STEAK HOUSE,227 W. Valley Bl. #128B,RESTAURANTS-WESTERN,餐飲食品,626-282-1348
Fullerton,富樂頓假日皇冠酒店,CROWNE PLAZA FULLERTON,1500 S. Raymond Ave.,RESTAURANTS-WESTERN,餐飲食品,714-635-9000
El Monte,美德素齋,MERIT VEGGIE PLACE,11022 Lower Azusa Rd.,RESTAURANTS-VEGETARIAN,餐飲食品,626-279-2098
Arcadia,芽菜坊素食小館,BEAN SPROUTS VEGETARIAN RESTAURANT,103 E. Huntington Dr.,RESTAURANTS-VEGETARIAN,餐飲食品,626-254-8708
San Gabriel,巧園素菜餐廳,FINE GARDEN VEGETARIAN CUISINE,841 W. Las Tunas Dr.,RESTAURANTS-VEGETARIAN,餐飲食品,626-282-2282
Hacienda Hts.,新澄慧素食,GARDEN FRESH VEGETARIAN FOOD,16034 Gale Ave.,RESTAURANTS-VEGETARIAN,餐飲食品,626-968-2279
San Gabriel,御素坊,GOURMET VEGETARIAN RESTAURANT,140 W. Valley Bl. #222,RESTAURANTS-VEGETARIAN,餐飲食品,626-280-5998
San Bernardino,欣園素菜館,HAPPY FAMILY VEGETARIAN RESTAU,2150 S. Waterman Ave.,RESTAURANTS-VEGETARIAN,餐飲食品,909-783-8928
Costa Mesa,欣園素菜館,HAPPY FAMILY VEGETARIAN RESTAU,1400 Bristol St.,RESTAURANTS-VEGETARIAN,餐飲食品,714-668-9288
Rowland Hts.,欣園素菜館,HAPPY FAMILY VEGETARIAN RESTAU,18425 E. Colima Rd. 2nd Fl.,RESTAURANTS-VEGETARIAN,餐飲食品,626-965-9923
Rowland Hts.,寬心園素菜餐廳,HAPPY VEGGIE GARDEN,1015 S. Nogales St. #127A,RESTAURANTS-VEGETARIAN,餐飲食品,626-810-2298
Alhambra,愛家國際連鎖素食餐飲,LOVING HUT - VEGAN / VEGETARIA,621 W. Main St.,RESTAURANTS-VEGETARIAN,餐飲食品,626-289-2684
Rosemead,新欣園素菜館,NEW HAPPY FAMILY RESTAURANT,8632 E. Valley Bl. #E,RESTAURANTS-VEGETARIAN,餐飲食品,626-288-5786
West Covina,ONE WORLD素餐館,ONE WORLD VEGETARIAN CUISINE,178 S. Glendora Ave.,RESTAURANTS-VEGETARIAN,餐飲食品,626-917-2727
Arcadia,一品齋,SUPREME VEGETARIAN CUISINE,558 W. Las Tunas Dr.,RESTAURANTS-VEGETARIAN,餐飲食品,626-445-8882
Granada Hills,天香素菜館,VEGETABLE DELIGHT RESTAURANT,17823 Chatsworth St.,RESTAURANTS-VEGETARIAN,餐飲食品,818-360-3997
Pasadena,新概念健康素食,VEGGIE & TEA HOUSE,1055 E. Clorado Bl. #102,RESTAURANTS-VEGETARIAN,餐飲食品,626-440-0088
Upland,愛家素食餐廳,VEGGIE ERA,903 W. Foothill Bl. #B,RESTAURANTS-VEGETARIAN,餐飲食品,909-982-3882
Los Angeles,,VEGGIE GRILL,8000 W Sunset Bl,RESTAURANTS-VEGETARIAN,餐飲食品,323-822-7575
Cerritos,素香緣,VEGI WOKERY,11329 183rd St.,RESTAURANTS-VEGETARIAN,餐飲食品,562-809-3928
Chino,元氣日式海鮮自助餐,GENKI SUSHI & SEAFOOD BUFFET,4751 Riverside Dr.,RESTAURANTS-JAPANESE,餐飲食品,909-364-9899
San Gabriel,一級棒日式燒烤,WONDERFUL RESTAURANT,1558 S. New Ave.,RESTAURANTS-JAPANESE,餐飲食品,626-289-7586
Hollywood,山城,YAMASHIRO,1999 N. Sycamore Ave.,RESTAURANTS-JAPANESE,餐飲食品,323-466-5125
Pasadena,舟壽司,A'FLOAT SUSHI,87 E. Colorado Bl.,RESTAURANTS-JAPANESE,餐飲食品,626-792-9779
Temple City,味千拉麵,AJISEN RAMEN,9202 Las Tunas Dr.,RESTAURANTS-JAPANESE,餐飲食品,626-292-3888
San Gabriel,味千拉麵,AJISEN RAMEN,227 W. Valley Bl. #108-A,RESTAURANTS-JAPANESE,餐飲食品,626-281-8388
Irvine,味千拉麵,AJISEN RAMEN,2700 Alton Pkwy.,RESTAURANTS-JAPANESE,餐飲食品,949-833-3288
Rowland Hts.,味千拉麵,AJISEN RAMEN,18253 Colima Rd.,RESTAURANTS-JAPANESE,餐飲食品,626-839-2188
Walnut,赤坂,AKASAKA JAPANESE CUISINE INC.,505 Grand Ave. #G,RESTAURANTS-JAPANESE,餐飲食品,909-598-8816
Hacienda Hts.,,AKASAKA JAPANESE RESTAURANT,14926 Clark Ave.,RESTAURANTS-JAPANESE,餐飲食品,626-336-0871
Cypress,,AKI SUISI,4720 Lincoln Ave.,RESTAURANTS-JAPANESE,餐飲食品,714-828-2218
Westwood,創意日本料理,AMI JAPANESE RESTAURANT & SUSHI,1051 Broxton Ave.,RESTAURANTS-JAPANESE,餐飲食品,310-209-1994
Los Angeles,,ARADO JAPANESE RESTAURANT,4001 Wilshire Bl. #AB,RESTAURANTS-JAPANESE,餐飲食品,213-387-1199
Gardena,吾妻,AZUMAN JAPANESE RESTAURANT,16123 S. Western Ave.,RESTAURANTS-JAPANESE,餐飲食品,310-532-8623
Ontario,笑和日式燒肉,B&F JAPANESE STYLE BBQ & SUSHI,3495 E. Concours St. #D&E,RESTAURANTS-JAPANESE,餐飲食品,909-945-2818
Whittier,,BAMBOOZE,6518 Greenleaf Ave.,RESTAURANTS-JAPANESE,餐飲食品,562-696-2337
Ontario,紅花日本料理,BENIHANA RESTAURANT,3760 E. Inland Empire Bl.,RESTAURANTS-JAPANESE,餐飲食品,909-483-0937
Torrance,紅花日本料理,BENIHANA RESTAURANT,21327 Hawthorne Bl.,RESTAURANTS-JAPANESE,餐飲食品,310-316-7777
Santa Monica,紅花日本料理,BENIHANA RESTAURANT,1447 4th St.,RESTAURANTS-JAPANESE,餐飲食品,310-260-1423
Encino,紅花日本料理,BENIHANA RESTAURANT,16226 Ventura Bl.,RESTAURANTS-JAPANESE,餐飲食品,818-788-7121
Newport Beach,紅花日本料理,BENIHANA RESTAURANT,4250 Birch St.,RESTAURANTS-JAPANESE,餐飲食品,949-955-0822
Beverly Hills,紅花日本料理,BENIHANA RESTAURANT,38 N. La Cienega Bl.,RESTAURANTS-JAPANESE,餐飲食品,323-655-7311
City of Industry,紅花日本料理,BENIHANA RESTAURANT,17877 Gale Ave.,RESTAURANTS-JAPANESE,餐飲食品,626-912-8784
Anaheim,紅花日本料理,BENIHANA RESTAURANT,2100 E. Ball Rd.,RESTAURANTS-JAPANESE,餐飲食品,714-774-4940
Arcadia,弁当屋,BENTO-YA SUSHI & JAPANESE GOURMET,420 S. 1st Ave.,RESTAURANTS-JAPANESE,餐飲食品,626-445-0910
Covina,毘沙門,BIHAMON SUSHI & JAPANESE,139 N. Citrus Ave.,RESTAURANTS-JAPANESE,餐飲食品,626-967-5900
Chino Hills,米修拉麵,CAFE MISO,4200 Chino Hills Pky.#143,RESTAURANTS-JAPANESE,餐飲食品,909-393-1788
Pomona,,CALIFORNIA SHUSHI & TERIYAKI,3520 Temple Ave.,RESTAURANTS-JAPANESE,餐飲食品,909-595-8867
Costa Mesa,居酒屋漫畫網咖,CHAYA JAPANESE GRILL TAPIOCA DRINKS & INTERNET COMIC CAFÉ,3030 Bristol St,RESTAURANTS-JAPANESE,餐飲食品,714-436-5798
Gardena,陳麻家,CHINMAYA OF TOKYO,18537 S. Western Bl.,RESTAURANTS-JAPANESE,餐飲食品,310-532-0999
Los Angeles,陳麻家,CHIN-MA-YA OF TOKYO,123 Onizuka St. #202,RESTAURANTS-JAPANESE,餐飲食品,213-625-3400
Alhambra,鶴壽司,CRANE SUSHI,17 W. Main St.,RESTAURANTS-JAPANESE,餐飲食品,626-458-0388
Monterey Park,,CURRY HOUSE,500 N. Atlantic Bl. #A110,RESTAURANTS-JAPANESE,餐飲食品,626-588-2002
Gardena,,CURRY HOUSE,1425 W. Artesia Bl. #24,RESTAURANTS-JAPANESE,餐飲食品,310-323-7017
Diamond Bar,,5 KITCHEN CHEESE,1381 S. Diamond Bar Bl.,RESTAURANTS-KOREAN,餐飲食品,909-396-9968
Torrance,,CURRY HOUSE,21215 Hawthorne Bl.,RESTAURANTS-JAPANESE,餐飲食品,310-540-8980
Cypress,,CURRY HOUSE,10953 Meridian Dr. #P,RESTAURANTS-JAPANESE,餐飲食品,714-527-6224
City of Industry,,CURRY HOUSE,17865 Colima Rd.,RESTAURANTS-JAPANESE,餐飲食品,626-964-4355
Los Angeles,,CURRY HOUSE,123 Onizuka St. #108B,RESTAURANTS-JAPANESE,餐飲食品,213-687-7344
Los Angeles,,CURRY HOUSE,123 S. Onizuka St. #204,RESTAURANTS-JAPANESE,餐飲食品,213-620-0855
Los Angeles,,CURRY HOUSE,2130 S. Sawtelle Bl. #200,RESTAURANTS-JAPANESE,餐飲食品,310-479-8477
Irvine,,CURRY HOUSE,14407 Culver Dr.,RESTAURANTS-JAPANESE,餐飲食品,949-654-1449
Hacienda Hts.,大黑家,DAIKOKUYA,15827 E. Gale Ave.,RESTAURANTS-JAPANESE,餐飲食品,626-968-0810
Los Angeles,大黑家,DAIKOKUYA,327 E. 1st St.,RESTAURANTS-JAPANESE,餐飲食品,213-626-1680
Monterey Park,大黑家,DAIKOKUYA,111 N. Atlantic Bl. #241,RESTAURANTS-JAPANESE,餐飲食品,626-570-1930
Costa Mesa,大黑家,DAIKOKUYA,2975 Harbor Bl.,RESTAURANTS-JAPANESE,餐飲食品,714-436-0151
Walnut,,DOMO SUSHI & ROLL,1375 N. Grand Ave.,RESTAURANTS-JAPANESE,餐飲食品,909-598-8291
Los Angeles,居食處,EBISU,356 E. 2nd St.,RESTAURANTS-JAPANESE,餐飲食品,213-613-1644
Tustin,高氏日式海鮮鐵板燒,FOOD SERVICES GROUP INC,1061 E. Main St.,RESTAURANTS-JAPANESE,餐飲食品,714-505-6738
Los Angeles,日本火車餐,FRYING FISH,120 Japanese Village Plaza Mal,RESTAURANTS-JAPANESE,餐飲食品,213-680-0567
Culver City,,FU JI WOK & SUSHI,3905 Sepulveda Bl.,RESTAURANTS-JAPANESE,餐飲食品,310-390-2158
Irvine,阿里朗烤肉店,A RI RANG BBQ HOUSE,4595 Barranca Pkwy.,RESTAURANTS-KOREAN,餐飲食品,949-559-3605
San Gabriel,阿里郎嫩豆腐,A RI RANG TOFU HOUSE,529 E. Valley Bl. #128,RESTAURANTS-KOREAN,餐飲食品,626-288-6069
Buena Park,亞韓式烤肉,ARIA,7814 Orangethorpe Ave. #106,RESTAURANTS-KOREAN,餐飲食品,714-739-4300
Irvine,阿里朗烤肉店,ARIRANG BBQ HOUSE,4595 Barranca Pkwy.,RESTAURANTS-KOREAN,餐飲食品,949-559-3605
San Gabriel,阿里郎嫩豆腐,ARIRANG TOFU HOUSE,529 E. Valley Bl. #128,RESTAURANTS-KOREAN,餐飲食品,626-288-6069
Los Angeles,白宮韓國炭火烤肉,BAK KUNG KOREAN BBQ,3700 W. Olympic Bl.#100,RESTAURANTS-KOREAN,餐飲食品,323-734-9292
Cerritos,北蒼洞嫩豆腐,BCD TOFU HOUSE,11818 South St. #101,RESTAURANTS-KOREAN,餐飲食品,562-809-8098
Reseda,北蒼洞嫩豆腐,BCD TOFU HOUSE,18044 Saticoy St.,RESTAURANTS-KOREAN,餐飲食品,818-342-3535
Buena Park,北蒼洞嫩豆腐,BCD TOFU HOUSE,5321 Beach Bl.,RESTAURANTS-KOREAN,餐飲食品,714-521-4500
Garden Grove,北蒼洞嫩豆腐,BCD TOFU HOUSE,9520 Garden Grove Bl.,RESTAURANTS-KOREAN,餐飲食品,714-636-5599
Rowland Hts.,北蒼洞嫩豆腐,BCD TOFU HOUSE,1731 Fullerton Rd.,RESTAURANTS-KOREAN,餐飲食品,626-964-7073
Los Angeles,北蒼洞嫩豆腐,BCD TOFU HOUSE,3575 Wilshire Bl.,RESTAURANTS-KOREAN,餐飲食品,213-382-6677
Los Angeles,北蒼洞嫩豆腐,BCD TOFU HOUSE,869 S. Western Ave. #2,RESTAURANTS-KOREAN,餐飲食品,213-380-3807
Torrance,北蒼洞嫩豆腐,BCD TOFU HOUSE,1607 Sepulveda Bl.,RESTAURANTS-KOREAN,餐飲食品,310-534-3480
Los Angeles,,BEVERLY TOFU HOUSE,2717 W. Olympic Bl. #108,RESTAURANTS-KOREAN,餐飲食品,213-380-1113
Garden Grove,韓國傳統營養粥,BONJUK,10130 Garden Grove Bl. #129,RESTAURANTS-KOREAN,餐飲食品,714-534-0113
Fullerton,韓國傳統營養粥,BONJUK,1821 N. Euclid St.,RESTAURANTS-KOREAN,餐飲食品,714-871-9591
Los Angeles,燒烤之家,BULGOGI HOUSE,3600 Wilshire Bl.,RESTAURANTS-KOREAN,餐飲食品,213-388-1988
Cerritos,,CAFE HQ RESTAURANT,13337 Artesia Bl.,RESTAURANTS-KOREAN,餐飲食品,562-802-2006
Rowland Hts.,加州嫩豆腐,CAJU SOFT TOFU RESTAURANT,18797 E. Colima Rd.,RESTAURANTS-KOREAN,餐飲食品,626-839-1661
Los Angeles,城,CASTLE KOREAN B.B.Q.,473 N. Western Ave. #1,RESTAURANTS-KOREAN,餐飲食品,323-467-3813
Irvine,,CHAE BAHN WELLBEING KOREAN CUISINE,2750 Alton Pkwy. #105,RESTAURANTS-KOREAN,餐飲食品,949-475-0011
Buena Park,,CHAM SOOT GOL,8552 Beach Bl.,RESTAURANTS-KOREAN,餐飲食品,714-828-1363
Rowland Hts.,張家店,CHANG'S RESTAURANT,1722 Desire Ave. #108,RESTAURANTS-KOREAN,餐飲食品,626-839-7977
Buena Park,朝鮮屋,CHO SUN OK KOREAN BBQ,7880 Beach Bl.,RESTAURANTS-KOREAN,餐飲食品,714-522-5559
Diamond Bar,韓國萬歲,CHODANG RESTAURANT,1155 S. Diamond Bar Bl. #M,RESTAURANTS-KOREAN,餐飲食品,909-861-6565
Los Angeles,崔家韓國烤肉,CHOIGANEI KOREAN B.B.Q.,3916 Wilshire Bl.,RESTAURANTS-KOREAN,餐飲食品,213-382-8988
Los Angeles,朝鮮牛排館,CHOSUN GALBEE RESTAURANT,3330 W. Olympic Bl.,RESTAURANTS-KOREAN,餐飲食品,323-732-5000
Los Angeles,韓國特味,CHUNG KI WA KOREAN RESTAURANT,3545 W. Olympic Bl.,RESTAURANTS-KOREAN,餐飲食品,323-737-0809
Alhambra,韓國日本料理專門店,CRAZY SUSHI - TOFU VILLAGE,201 E. Bay State St. #1,RESTAURANTS-KOREAN,餐飲食品,626-282-3557
Los Angeles,多來屋,DHA RAE OK KOREAN,1106 S. Western Ave.,RESTAURANTS-KOREAN,餐飲食品,323-733-2474
Los Angeles,多啖韓國烤肉,DODAM KOREAN BBQ,901 S. Western Ave. #104,RESTAURANTS-KOREAN,餐飲食品,323-734-4500
Hacienda Hts.,多福嫩豆腐,DOK TOFU,15944 Halliburton Rd.,RESTAURANTS-KOREAN,餐飲食品,626-961-7551
Los Angeles,豚大監碳烤豬肉專門店,DON DAE GAM PORK B.B.Q.,1145 S. Western Ave.,RESTAURANTS-KOREAN,餐飲食品,323-373-0700
Los Angeles,,DON DAY,300 S. Hobart Bl. #100,RESTAURANTS-KOREAN,餐飲食品,213-380-9292
Los Angeles,,DOOBALLO RESTAURANT(CAPEOKE),1125 Crenshaw Bl.,RESTAURANTS-KOREAN,餐飲食品,323-938-2828
Cerritos,烤肉村,EUNCHUNE KOREAN BBQ VILLAGE,16488 Norwalk Bl.,RESTAURANTS-KOREAN,餐飲食品,562-802-5959
Rowland Hts.,韓國烤肉自助餐,FEEDABLE B.B.Q BUFFET,18311 E. Colima Rd.,RESTAURANTS-KOREAN,餐飲食品,626-964-9595
Garden Grove,,FOLK VILLAGE RESTAURANT,9252 Garden Grove Bl.,RESTAURANTS-KOREAN,餐飲食品,714-638-7001
Los Angeles,,GAMJA-GOL KOREAN RESTAURANT,3003 W. Olimpic Bl.. #107,RESTAURANTS-KOREAN,餐飲食品,213-381-6446
Pasadena,家園宮廷式韓國料理,GAON KOREAN BBQ RESTAURON,2063 E. Colorado Bl.,RESTAURANTS-KOREAN,餐飲食品,626-796-9604
Artesia,韓國烤肉、海鮮自助餐,GARDEN BUFFET BBQ & SEAFOOD,11746 South St.,RESTAURANTS-KOREAN,餐飲食品,562-924-2882
Rowland Hts.,故鄉嫩豆腐,GO HYANG SOON TOFU RESTAURANT,18311 E. Colima Rd. #C,RESTAURANTS-KOREAN,餐飲食品,626-913-7104
Rowland Hts.,花園餐廳,GORDENS RESTAURANT,19718 E. Colima Rd.,RESTAURANTS-KOREAN,餐飲食品,909-595-1358
Torrance,巨木,GUH-MOK KOREAN B.B.Q.,2216 Sepulveda Bl.,RESTAURANTS-KOREAN,餐飲食品,310-517-9200
Walnut,宮中,GUNG JUNG,19814 E. Colima Rd.,RESTAURANTS-KOREAN,餐飲食品,909-598-1056
Los Angeles,韓國石頭烤肉,HAEJANGCHON RESTAURANT,3821 W. 6th St.,RESTAURANTS-KOREAN,餐飲食品,213-389-8777
Los Angeles,山珍海味 B.B.Q 餐廳,HAM HUNG RESTAURANT,3109 W. Olympic Bl.,RESTAURANTS-KOREAN,餐飲食品,213-381-1520
Diamond Bar,咸興韓國餐廳,HAN HUNG KOREAN RESTAURANT,20627 Golden Springs Dr. #2-A,RESTAURANTS-KOREAN,餐飲食品,909-594-5543
Rowland Hts.,#1 PHO牛肉粉,#1 PHO NOODLE & GRILL,1380 S. Fullerton Rd. #104,RESTAURANTS-VIETNAMESE,餐飲食品,626-965-3242
San Gabriel,順橋碎米飯餐廳,COM TAM THUAN KIEU,120 E. Valley Bl.,RESTAURANTS-VIETNAMESE,餐飲食品,626-280-5660
Alhambra,東源飯店,DONG NGUYEN RESTAURANT,1433 E. Valley Bl.,RESTAURANTS-VIETNAMESE,餐飲食品,626-300-8618
San Gabriel,越南餐室,GOLDEN DELI,815 W. Las Tunas Dr.,RESTAURANTS-VIETNAMESE,餐飲食品,626-308-0803
Alhambra,海南餐室,HAI NAM SAI GON,1425 E. Valley Bl.,RESTAURANTS-VIETNAMESE,餐飲食品,626-300-8079
Rosemead,海防北寧雞粉,HP PHO GA BAC NINH,8930 Mission Dr.#102,RESTAURANTS-VIETNAMESE,餐飲食品,626-288-9999
Westminster,紅龍越南和粉,KIMMY'S VIETNAMESE NOODLE,14932 Bushard St,RESTAURANTS-VIETNAMESE,餐飲食品,714-775-1699
Alhambra,李錦基越南餐廳,LEE KAM KEE VIETNAMESE RESTAURANT,2505 W. Valley Bl.,RESTAURANTS-VIETNAMESE,餐飲食品,626-282-7720
Rosemead,聯發餐館,LIEN PHAT RESTAURANT,8150 E. Garvey Ave. #117F,RESTAURANTS-VIETNAMESE,餐飲食品,626-572-8920
Westminster,祿鼎記,LUC DINH KY RESTAURANT,9812 Bolsa Ave. #100,RESTAURANTS-VIETNAMESE,餐飲食品,714-839-6813
El Monte,金塔,LUCKY K.T. NOODLE FACTORY,10925 Smith Rd.,RESTAURANTS-VIETNAMESE,餐飲食品,626-579-7272
Los Angeles,綿義餐室,MIEN NGHIA NOODLE EXPRESS,304 Ord St.,RESTAURANTS-VIETNAMESE,餐飲食品,213-680-2411
Rosemead,綿義餐室,MIEN NGHIA NOODLE EXPRESS,7755 E. Garvey Ave.,RESTAURANTS-VIETNAMESE,餐飲食品,626-288-0177
Rosemead,,MY HANH RESTAURANT,8450 E. Garvey Ave. #102,RESTAURANTS-VIETNAMESE,餐飲食品,626-571-1988
S. El Monte,美順南越餐廳,MY HANH VIETNAMESE RESTAURANT,9611 E. Garvey Ave. #109,RESTAURANTS-VIETNAMESE,餐飲食品,626-579-5112
Alhambra,新牛肉粉之王,NEW NOODLE CITY,628 W. Valley Bl.,RESTAURANTS-VIETNAMESE,餐飲食品,626-289-3474
Long Beach,,NEW PHO,1036 E. Anaheim St.,RESTAURANTS-VIETNAMESE,餐飲食品,562-432-3133
Monterey Park,牛肉粉之王,NOODLE CITY RESTAURANT,848 E. Garvey Ave. #C,RESTAURANTS-VIETNAMESE,餐飲食品,626-573-3718
Alhambra,越華牛肉粉,NOODLE GUY,1257 E. Valley Bl.,RESTAURANTS-VIETNAMESE,餐飲食品,626-284-1868
Cerritos,越南正宗牛肉粉餐廳,PHO 4000 RESTAURANT,11818 South St. #105-108,RESTAURANTS-VIETNAMESE,餐飲食品,562-865-0563
Rosemead,,PHO 54,8450 Valley Bl. #111-112,RESTAURANTS-VIETNAMESE,餐飲食品,626-571-6663
Garden Grove,,PHO 54,10240 Westminster Ave. #101-1,RESTAURANTS-VIETNAMESE,餐飲食品,714-534-3210
Alhambra,七九餐室,PHO 79 VIETNAMESE RESTAURANT,29 S. Garfield Ave.,RESTAURANTS-VIETNAMESE,餐飲食品,626-289-0239
Westminster,七九餐室,PHO 79 VIETNAMESE RESTAURANT,9200 Bolsa Ave. #117,RESTAURANTS-VIETNAMESE,餐飲食品,714-893-1883
Garden Grove,七九餐室,PHO 79 VIETNAMESE RESTAURANT,9941 Hazard Ave.,RESTAURANTS-VIETNAMESE,餐飲食品,714-531-2490
Rosemead,89 牛肉粉,PHO 89 NOODLE HOUSE,8150 Garvey Ave. #101,RESTAURANTS-VIETNAMESE,餐飲食品,626-280-3638
Los Angeles,九七餐室,PHO 97 VIETNAMESE,727 N. Broadway #120,RESTAURANTS-VIETNAMESE,餐飲食品,213-625-7026
Los Angeles,百匯越南餐廳,PHO BROADWAY VIETNAMESE & CHINESE RESTAURANT,942 N. Broadway #102,RESTAURANTS-VIETNAMESE,餐飲食品,213-572-2507
Rowland Hts.,,PHO EVERY 1 VIETNAMESE RESTAURANT,18977 Colima Rd.,RESTAURANTS-VIETNAMESE,餐飲食品,626-912-0318
Walnut,,PHO EXPRESS,20747 Amar Rd. #8D,RESTAURANTS-VIETNAMESE,餐飲食品,909-468-2220
S. El Monte,正宗越南河粉餐館,PHO FILET,9463 E. Garvey Ave. #A,RESTAURANTS-VIETNAMESE,餐飲食品,626-453-8911
Temple City,招牌牛肉粉,PHO HANH VIETNAMESE RESTAURANT,5727 Las Tunas Dr.,RESTAURANTS-VIETNAMESE,餐飲食品,626-292-6974
City of Industry,越南和粉,PHO HOA VIETNAMESE RESTAURANT,15401-15405 Valley Bl.,RESTAURANTS-VIETNAMESE,餐飲食品,626-330-3046
San Gabriel,,PHO ISLAND EXPRESS NOODLE HOUSE,741 E. Valley Bl,RESTAURANTS-VIETNAMESE,餐飲食品,626-280-8788
Garden Grove,越南餐館,PHO NANDINH RESTAURANT,13032 Harbor Bl.,RESTAURANTS-VIETNAMESE,餐飲食品,714-539-0186
San Gabriel,阮皇越南菜館,PHO NGUYEN HOANG RESTAURANT,401 W. Valley Bl.,RESTAURANTS-VIETNAMESE,餐飲食品,626-281-0017
Monterey Park,越南餐廳,PHO PANH MI CHECALI,745 E. Garvey Ave.,RESTAURANTS-VIETNAMESE,餐飲食品,626-280-5528
Rowland Hts.,,PHO ROWLAND VIETNAMESE RESTAURANT,18910 E. Gale Ave. #A,RESTAURANTS-VIETNAMESE,餐飲食品,626-810-8800
Alhambra,越南美食餐廳,PHO SUPER BOWL VIETNAMESE RESTAURANT,1300 E. Main St. #105,RESTAURANTS-VIETNAMESE,餐飲食品,626-293-7018
Artesia,,PHO TASTY,19117 Pioneer Bl.,RESTAURANTS-VIETNAMESE,餐飲食品,562-924-1838
Rosemead,豐盈酒家,PHONG DINH RESTAURANT,2643 N. San Gabriel Bl.,RESTAURANTS-VIETNAMESE,餐飲食品,626-307-8868
San Gabriel,芽莊美食,QUAN NGONG NHA TRANG,311 E. Valley Bl. #103,RESTAURANTS-VIETNAMESE,餐飲食品,626-572-7638
San Gabriel,西貢苑,SAIGON EDEN VIETNAMESE RESTAUR,980 E. Las Tunas Dr.,RESTAURANTS-VIETNAMESE,餐飲食品,626-287-3158
San Gabriel,越南餐室,SAIGON FLAVOR VIETNAMESE RESTAURANT,208 E. Valley Bl. #B,RESTAURANTS-VIETNAMESE,餐飲食品,626-572-6036
Los Angeles,,SAIGON SANDWICHES,828 N. Broadway #1,RESTAURANTS-VIETNAMESE,餐飲食品,213-625-8721
Westminster,,TAIHO RESTAURANT,9242 Bolsa Ave. #2,RESTAURANTS-VIETNAMESE,餐飲食品,714-895-4796
Gardena,,TAPIOCA PHO,1425 W. Artesia Bl. #19,RESTAURANTS-VIETNAMESE,餐飲食品,310-327-7999
San Gabriel,,TAY HO RESTAURANT,1039 E. Valley Bl. #B-103,RESTAURANTS-VIETNAMESE,餐飲食品,626-280-5207
Los Angeles,清味餐館,THANH VI RESTAURANT,422 W. Ord St.,RESTAURANTS-VIETNAMESE,餐飲食品,213-687-3522
San Gabriel,順橋碎米飯,THUAN KIEU,633 S. San Gabriel Bl. #112,RESTAURANTS-VIETNAMESE,餐飲食品,626-287-0532
